cdr_id,date,time,a_party_number,a_party_imei,a_party_imsi,a_party_operator,b_party_number,b_party_imei,call_type,duration_sec,first_cell_id,last_cell_id,lac,cell_site_address,city,circle,roaming_flag,is_suspicious,scenario_tag
GJ-CDR-0000768,05-04-2026,20:32:24,9128489060,087274536364891,40557912819872,Reliance Jio,9861637844,022775753116493,MOC,48,35010,35010,10654,GJ-SUR-ADAJAN-10,Surat,Gujarat,N,N,imei_baseline_normal
GJ-CDR-0000769,05-04-2026,20:33:11,6393063724,329721838545656,40582157198872,Vi (Vodafone Idea),9982697728,842356509985526,MTC,14,33206,33206,10913,GJ-SUR-BHATAR-12,Surat,Gujarat,N,N,
GJ-CDR-0000770,05-04-2026,20:35:12,9083246081,948246128778851,40549747551820,Reliance Jio,9086264112,845460112861894,MTC,63,36956,36956,10759,GJ-SUR-VARACHHA-06,Surat,Gujarat,N,N,
GJ-CDR-0000771,05-04-2026,20:40:07,6373324279,862784812662610,40516909214000,Airtel,9023998706,998272255483084,MOC,182,38627,38254,10223,GJ-SUR-MAGOB-01,Surat,Gujarat,N,N,
GJ-CDR-0000772,05-04-2026,20:40:30,7788610979,797681551123777,40573706318447,Vi (Vodafone Idea),9012497034,197298661203121,SMS-MT,0,38391,38391,10025,GJ-SUR-KATARGAM-03,Surat,Gujarat,N,N,
GJ-CDR-0000773,05-04-2026,20:41:26,9048594227,161764015451112,40511581177624,Airtel,6355478465,942034105712564,MOC,17,34913,34913,10432,GJ-SUR-LIMBAYAT-03,Surat,Gujarat,N,N,
GJ-CDR-0000774,05-04-2026,20:47:33,6251141623,241814813438110,40560430699914,Reliance Jio,7056491952,623709426280960,MOC,163,31113,31113,10032,GJ-SUR-PALANPUR-08,Surat,Gujarat,N,N,
GJ-CDR-0000775,05-04-2026,20:50:00,9076694569,801375216695400,40565760268507,Airtel,9466563155,720026558232971,SMS-MO,0,31768,31768,10558,GJ-SUR-NANPURA-09,Surat,Gujarat,N,N,
GJ-CDR-0000776,05-04-2026,20:51:26,9012497034,197298661203121,40581769149510,Airtel,8167685800,656746462948620,MOC,30,33285,33285,10754,GJ-SUR-PIPLOD-05,Surat,Gujarat,N,N,
GJ-CDR-0000777,05-04-2026,20:52:56,8183665280,094198304158306,40532392416664,Airtel,9006936617,056317999065039,MTC,218,35508,35508,10114,GJ-SUR-VESU-12,Surat,Gujarat,N,N,
GJ-CDR-0000778,05-04-2026,21:01:14,6226219547,810444769043821,40567114808806,Reliance Jio,9083246081,948246128778851,MOC,28,38254,38254,10223,GJ-SUR-MAGOB-01,Surat,Gujarat,N,N,
GJ-CDR-0000779,05-04-2026,21:01:22,8244513045,185571588531929,40576882651355,BSNL,9145590754,597961816638466,MOC,92,33206,33206,10913,GJ-SUR-BHATAR-07,Surat,Gujarat,N,N,
GJ-CDR-0000780,05-04-2026,21:05:09,7078581874,041865342800122,40590072358343,Airtel,6367040106,848762654960149,MTC,12,30871,30871,10654,GJ-SUR-ADAJAN-08,Surat,Gujarat,N,N,
GJ-CDR-0000781,05-04-2026,21:05:12,7030533230,999513134044402,40541746410383,Reliance Jio,6360407982,498852054041993,SMS-MT,0,39508,39508,10025,GJ-SUR-KATARGAM-11,Surat,Gujarat,N,N,
GJ-CDR-0000782,05-04-2026,21:09:35,9948378959,512269807126681,40585754839099,Airtel,9946748401,455630202047508,MTC,41,37680,37680,19928,GJ-VAD-ALKAPURI-02,Vadodara,Gujarat,Y,N,
GJ-CDR-0000783,05-04-2026,21:13:08,8940899489,452196190933276,40595115706897,Reliance Jio,9839721639,898227342425961,SMS-MO,0,38046,38046,10913,GJ-SUR-BHATAR-09,Surat,Gujarat,N,N,
GJ-CDR-0000784,05-04-2026,21:13:10,8245848409,759866171998149,40565281537805,BSNL,9098061962,755335802924837,SMS-MT,0,32014,32014,10104,GJ-SUR-SACHINGIDC-03,Surat,Gujarat,N,N,
GJ-CDR-0000785,05-04-2026,21:15:11,6294123507,838827333356413,40556819610074,Reliance Jio,8210092376,498903374265985,MTC,26,38001,38001,10654,GJ-SUR-ADAJAN-11,Surat,Gujarat,N,N,
GJ-CDR-0000786,05-04-2026,21:20:29,9877191506,476146801753931,40545626729088,Airtel,8235816357,363448785209427,SMS-MT,0,38394,38394,10228,GJ-SUR-ATHWA-05,Surat,Gujarat,N,N,
GJ-CDR-0000787,05-04-2026,21:20:53,9059075711,559117788826541,40561166083279,Vi (Vodafone Idea),9048594227,161764015451112,MOC,305,39421,39421,16514,GJ-IND-VIJAYNAGAR-08,Indore,Out-of-Circle,Y,N,
GJ-CDR-0000788,05-04-2026,21:20:54,9000864026,941748263331042,40544516068472,Reliance Jio,9803190111,129046944701088,SMS-MT,0,32014,32014,10104,GJ-SUR-SACHINGIDC-01,Surat,Gujarat,N,N,
GJ-CDR-0000789,05-04-2026,21:30:32,9008951756,663690236420795,40581939261952,BSNL,9470920900,286241942369771,MOC,40,33032,33032,10758,GJ-SUR-DUMAS-04,Surat,Gujarat,N,N,
GJ-CDR-0000790,05-04-2026,21:30:55,6226836644,199803083464604,40570989721155,Reliance Jio,7043319257,122275239680464,MTC,34,35010,35010,10654,GJ-SUR-ADAJAN-04,Surat,Gujarat,N,N,
GJ-CDR-0000791,05-04-2026,21:36:36,8195621099,460043623456322,40554728106322,Airtel,6377298116,216507956062159,SMS-MO,0,32282,32282,10754,GJ-SUR-PIPLOD-12,Surat,Gujarat,N,N,
GJ-CDR-0000792,05-04-2026,21:36:50,9481591238,861144647170031,40511760201609,BSNL,9051214109,849989711948403,SMS-MT,0,30871,30871,10654,GJ-SUR-ADAJAN-11,Surat,Gujarat,N,N,
GJ-CDR-0000793,05-04-2026,21:43:58,9049231779,404519757188961,40514475096504,Airtel,6341934081,467947140449034,MTC,37,30736,30736,10030,GJ-SUR-AMROLI-07,Surat,Gujarat,N,N,
GJ-CDR-0000794,05-04-2026,21:47:05,9010733092,449614172697105,40542704600313,Vi (Vodafone Idea),6373324279,862784812662610,MTC,44,38394,38394,10228,GJ-SUR-ATHWA-10,Surat,Gujarat,N,N,
GJ-CDR-0000795,05-04-2026,21:52:00,8267205138,576349402230681,40531034859265,BSNL,6214882590,379148721296946,MOC,18,32085,32085,10025,GJ-SUR-KATARGAM-08,Surat,Gujarat,N,N,
GJ-CDR-0000796,05-04-2026,21:52:24,8915391767,254489366792261,40532514640228,Reliance Jio,8297117696,009457570071242,MOC,62,37809,37809,11106,GJ-VAL-HALAR-02,Valsad,Gujarat,Y,N,
GJ-CDR-0000797,05-04-2026,22:06:45,9037753741,809469609694983,40544825462675,BSNL,9430971720,929715858035220,MTC,72,39973,39973,10114,GJ-SUR-VESU-04,Surat,Gujarat,N,N,
GJ-CDR-0000798,05-04-2026,22:06:55,8928840098,509395773012838,40552377607302,Reliance Jio,6398388030,660677400205540,MTC,70,37925,37925,10432,GJ-SUR-LIMBAYAT-06,Surat,Gujarat,N,N,
GJ-CDR-0000799,05-04-2026,22:09:56,9803671707,607796150138811,40516437461126,Airtel,8188555192,595981740267113,MOC,71,30683,30683,10095,GJ-SUR-KAMREJ-02,Surat,Gujarat,N,N,
GJ-CDR-0000800,05-04-2026,22:10:49,9970434768,249488893066356,40525145199093,Vi (Vodafone Idea),9874765279,294379559332808,MOC,17,37801,37801,10616,GJ-SUR-CHORYASI-12,Surat,Gujarat,N,N,
GJ-CDR-0000801,05-04-2026,22:12:03,8997562626,828874806070012,40519522364065,Reliance Jio,6304577192,955782895425571,MOC,94,34432,34432,10095,GJ-SUR-KAMREJ-05,Surat,Gujarat,N,N,
GJ-CDR-0000802,05-04-2026,22:12:56,7039001431,486628243297789,40593114798147,Vi (Vodafone Idea),7043319257,122275239680464,MTC,11,38136,38136,10095,GJ-SUR-KAMREJ-11,Surat,Gujarat,N,N,
GJ-CDR-0000803,05-04-2026,22:13:37,9837947389,070418881727470,40568706239917,Vi (Vodafone Idea),7025078951,691569976736384,MTC,39,33975,33975,10025,GJ-SUR-KATARGAM-10,Surat,Gujarat,N,N,
GJ-CDR-0000804,05-04-2026,22:17:03,7773452312,854104607514168,40596653052873,Vi (Vodafone Idea),8235816357,363448785209427,MTC,49,39417,39417,15557,GJ-NAV-LUNSIKUI-03,Navsari,Gujarat,Y,N,
GJ-CDR-0000805,05-04-2026,22:21:41,9482211477,264038266203571,40552376013369,BSNL,8117958992,821835372411942,MTC,28,38617,38617,16514,GJ-IND-VIJAYNAGAR-08,Indore,Out-of-Circle,Y,N,
GJ-CDR-0000806,05-04-2026,22:22:19,8155710862,914220896143564,40542439813326,Airtel,8235816357,363448785209427,MOC,22,30017,32065,14527,GJ-BEN-KORAMANGALA-02,Bengaluru,Out-of-Circle,Y,N,
GJ-CDR-0000807,05-04-2026,22:22:27,9048115320,333850056204280,40589420391749,BSNL,6343975101,458098894333023,MTC,198,30583,30583,10095,GJ-SUR-KAMREJ-09,Surat,Gujarat,N,N,
GJ-CDR-0000808,05-04-2026,22:29:25,6294382969,417822261196667,40579983388521,Reliance Jio,9012497034,197298661203121,MTC,43,35685,35685,10104,GJ-SUR-SACHINGIDC-01,Surat,Gujarat,N,N,
GJ-CDR-0000809,05-04-2026,22:29:46,7788610979,797681551123777,40573706318447,Vi (Vodafone Idea),8117958992,821835372411942,MOC,64,32282,32282,10089,GJ-SUR-GHODDODROAD-08,Surat,Gujarat,N,N,
GJ-CDR-0000810,05-04-2026,22:33:05,9846537902,597425766874130,40552378552533,Vi (Vodafone Idea),8235816357,363448785209427,SMS-MT,0,39588,39588,10517,GJ-SUR-DABHOLI-05,Surat,Gujarat,N,N,
GJ-CDR-0000811,05-04-2026,22:33:46,6333980065,671371194810172,40562491600100,Airtel,9008127387,209074766470263,MTC,38,38391,38391,10025,GJ-SUR-KATARGAM-04,Surat,Gujarat,N,N,
GJ-CDR-0000812,05-04-2026,22:33:57,8117958992,821835372411942,40585056154227,Airtel,9008799789,728212776106070,MOC,14,31704,31704,10095,GJ-SUR-KAMREJ-09,Surat,Gujarat,N,N,
GJ-CDR-0000813,05-04-2026,22:36:55,9998096914,665101804539699,40577604197913,Vi (Vodafone Idea),7726759620,832596267633408,MTC,63,39999,39999,10604,GJ-SUR-CITYLIGHT-10,Surat,Gujarat,N,N,
GJ-CDR-0000814,05-04-2026,22:37:34,7726759620,832596267633408,40518909911572,Vi (Vodafone Idea),9083246081,948246128778851,MTC,43,30959,30959,10604,GJ-SUR-CITYLIGHT-07,Surat,Gujarat,N,N,
GJ-CDR-0000815,05-04-2026,22:46:04,9487734515,057296193739715,40574007851819,BSNL,9076694569,801375216695400,MTC,23,34929,34929,10281,GJ-SUR-UDHNA-01,Surat,Gujarat,N,N,
GJ-CDR-0000816,05-04-2026,22:46:42,9048115320,333850056204280,40589420391749,BSNL,7014787853,361445971292909,SMS-MO,0,34742,34742,10616,GJ-SUR-CHORYASI-08,Surat,Gujarat,N,N,
GJ-CDR-0000817,05-04-2026,22:59:21,9837947389,070418881727470,40568706239917,Vi (Vodafone Idea),7098142403,927449957129557,MTC,34,36189,36189,10558,GJ-SUR-NANPURA-10,Surat,Gujarat,N,N,
GJ-CDR-0000818,05-04-2026,22:59:58,6294382969,417822261196667,40579983388521,Reliance Jio,8262180750,868589574195912,MTC,352,39034,39034,10604,GJ-SUR-CITYLIGHT-09,Surat,Gujarat,N,N,
GJ-CDR-0000819,05-04-2026,23:10:03,9096895369,735261831758874,40530544828163,BSNL,8195621099,460043623456322,MTC,19,30683,30683,10095,GJ-SUR-KAMREJ-01,Surat,Gujarat,N,N,
GJ-CDR-0000820,05-04-2026,23:48:53,9015725050,212959025735491,40555945473454,Vi (Vodafone Idea),6271924032,913913047462630,MTC,17,32282,32282,10089,GJ-SUR-GHODDODROAD-07,Surat,Gujarat,N,N,
GJ-CDR-0000821,06-04-2026,00:19:37,9144864264,460826821031056,40552904166657,Reliance Jio,9173721224,627093145778703,MTC,12,32085,32085,10025,GJ-SUR-KATARGAM-02,Surat,Gujarat,N,N,
GJ-CDR-0000822,06-04-2026,00:24:10,6367040106,848762654960149,40590834519968,Reliance Jio,9970434768,249488893066356,MTC,14,32797,32797,10238,GJ-SUR-ANANDMAHALROAD-09,Surat,Gujarat,N,N,
GJ-CDR-0000823,06-04-2026,00:31:28,9403426146,524941198520001,40564447835707,BSNL,9031367138,864926170726182,SMS-MT,0,34490,34490,10228,GJ-SUR-ATHWA-04,Surat,Gujarat,N,N,
GJ-CDR-0000824,06-04-2026,00:57:29,9008951756,663690236420795,40581939261952,BSNL,8262180750,868589574195912,MTC,12,34274,34274,10754,GJ-SUR-PIPLOD-08,Surat,Gujarat,N,N,
GJ-CDR-0000825,06-04-2026,01:08:08,9403467295,037473532050828,40570579916289,BSNL,6294382969,417822261196667,MOC,25,37836,36599,17924,GJ-BHA-WAGHAWADIROAD-12,Bhavnagar,Gujarat,Y,N,
GJ-CDR-0000826,06-04-2026,01:28:24,9131647987,012365319337766,40588492299776,Reliance Jio,8262180750,868589574195912,MOC,76,30871,30871,10654,GJ-SUR-ADAJAN-06,Surat,Gujarat,N,N,
GJ-CDR-0000827,06-04-2026,01:37:09,7035122457,665666027931160,40591905341339,Airtel,9042306924,075329566172463,MTC,15,30736,30736,10030,GJ-SUR-AMROLI-12,Surat,Gujarat,N,N,
GJ-CDR-0000828,06-04-2026,01:52:11,9831994271,751360825096606,40563412726041,Vi (Vodafone Idea),6357091730,743645137591697,MOC,108,30159,30159,10238,GJ-SUR-ANANDMAHALROAD-11,Surat,Gujarat,N,N,
GJ-CDR-0000829,06-04-2026,02:05:06,6375227691,791567755976858,40564850161712,Vi (Vodafone Idea),9430971720,929715858035220,MOC,45,34322,34322,10238,GJ-SUR-ANANDMAHALROAD-10,Surat,Gujarat,N,N,
GJ-CDR-0000830,06-04-2026,02:10:30,8257848634,101837512445132,40562760633532,BSNL,8267205138,576349402230681,MTC,78,35499,35499,10142,GJ-SUR-RANDER-10,Surat,Gujarat,N,N,
GJ-CDR-0000831,06-04-2026,02:17:40,6326903972,855827752995718,40526072310757,Reliance Jio,8241847827,424723801312434,MTC,32,36190,36190,17873,GJ-VAD-MANJALPUR-09,Vadodara,Gujarat,Y,N,
GJ-CDR-0000832,06-04-2026,02:19:17,9814884890,556505397018335,40531535877304,Airtel,6343975101,458098894333023,MTC,48,38993,38993,14611,GJ-RAJ-KALAWADROAD-08,Rajkot,Gujarat,Y,N,
GJ-CDR-0000833,06-04-2026,02:47:42,6357091730,743645137591697,40592395510559,Reliance Jio,7044566847,543084449360213,MTC,32,30871,30871,10654,GJ-SUR-ADAJAN-02,Surat,Gujarat,N,N,
GJ-CDR-0000834,06-04-2026,02:57:49,6382691115,267262498042076,40543147519610,Reliance Jio,9985613858,150302996711558,MTC,12,38674,38674,11434,GJ-AHM-NAVRANGPURA-05,Ahmedabad,Gujarat,Y,N,
GJ-CDR-0000835,06-04-2026,03:00:39,9958913776,236344741602881,40590000505459,Airtel,6306578025,123165955775674,MTC,45,37811,37811,10758,GJ-SUR-DUMAS-03,Surat,Gujarat,N,N,
GJ-CDR-0000836,06-04-2026,03:27:37,6301788342,525005184022332,40597388111193,Vi (Vodafone Idea),7033320419,026831067988348,MTC,158,31768,31768,10558,GJ-SUR-NANPURA-03,Surat,Gujarat,N,N,
GJ-CDR-0000837,06-04-2026,03:27:41,9985613858,150302996711558,40528743240302,Vi (Vodafone Idea),8297117696,009457570071242,MTC,678,39508,39508,10025,GJ-SUR-KATARGAM-11,Surat,Gujarat,N,N,
GJ-CDR-0000838,06-04-2026,03:29:35,9031367138,864926170726182,40553614025252,BSNL,8946915640,336836298543394,MOC,152,38394,38394,10228,GJ-SUR-ATHWA-10,Surat,Gujarat,N,N,
GJ-CDR-0000839,06-04-2026,03:31:09,9998096914,665101804539699,40577604197913,Vi (Vodafone Idea),6226219547,810444769043821,MOC,16,30736,30736,10030,GJ-SUR-AMROLI-06,Surat,Gujarat,N,N,
GJ-CDR-0000840,06-04-2026,03:40:04,7788610979,797681551123777,40573706318447,Vi (Vodafone Idea),9114823554,715034522140264,MOC,90,34560,34560,10250,GJ-SUR-PANDESARA-10,Surat,Gujarat,N,N,
GJ-CDR-0000841,06-04-2026,03:40:28,8245848409,759866171998149,40565281537805,BSNL,6303741581,472848963951877,MOC,35,31544,31544,10758,GJ-SUR-DUMAS-02,Surat,Gujarat,N,N,
GJ-CDR-0000842,06-04-2026,03:53:55,8297117696,009457570071242,40520032120959,BSNL,7063687505,606044438411566,MOC,48,33715,33715,13615,GJ-VAP-GIDCVAPI-10,Vapi,Gujarat,Y,N,
GJ-CDR-0000843,06-04-2026,04:03:14,6294382969,417822261196667,40579983388521,Reliance Jio,9015072921,495927232620345,MTC,52,32282,32282,10754,GJ-SUR-PIPLOD-09,Surat,Gujarat,N,N,
GJ-CDR-0000844,06-04-2026,04:11:08,6309331980,817276144836168,40575143260431,Reliance Jio,6251141623,241814813438110,MTC,40,36628,36628,10432,GJ-SUR-LIMBAYAT-02,Surat,Gujarat,N,N,
GJ-CDR-0000845,06-04-2026,04:15:47,9403467295,037473532050828,40570579916289,BSNL,9420747934,911204753676146,MOC,123,32085,32085,10025,GJ-SUR-KATARGAM-04,Surat,Gujarat,N,N,
GJ-CDR-0000846,06-04-2026,04:18:01,8260513699,318332398074982,40564748513953,BSNL,6366680466,838415450709533,MTC,63,32014,32014,10104,GJ-SUR-SACHINGIDC-06,Surat,Gujarat,N,N,
GJ-CDR-0000847,06-04-2026,04:27:39,6392161153,451523711309664,40583507595715,Airtel,7033320419,026831067988348,SMS-MT,0,39495,39495,10604,GJ-SUR-CITYLIGHT-09,Surat,Gujarat,N,N,
GJ-CDR-0000848,06-04-2026,04:31:35,9497285610,351853187623159,40538662407709,BSNL,9403426146,524941198520001,MOC,12,31847,31847,10692,GJ-SUR-ICHHAPORE-08,Surat,Gujarat,N,N,
GJ-CDR-0000849,06-04-2026,05:05:20,9031367138,864926170726182,40553614025252,BSNL,9803190111,129046944701088,MTC,48,31768,31768,10558,GJ-SUR-NANPURA-01,Surat,Gujarat,N,N,
GJ-CDR-0000850,06-04-2026,05:21:47,9834661942,908733753074007,40512866192115,Airtel,9944269837,025146303690260,MTC,139,35093,35093,10281,GJ-SUR-UDHNA-04,Surat,Gujarat,N,N,
GJ-CDR-0000851,06-04-2026,05:26:47,9861637844,022775753116493,40559653868726,Airtel,6294123507,838827333356413,MOC,120,38927,38927,10558,GJ-SUR-NANPURA-08,Surat,Gujarat,N,N,
GJ-CDR-0000852,06-04-2026,05:30:25,7039474201,463063934408962,40591112084428,Vi (Vodafone Idea),7058112158,095354903957645,MTC,34,32586,36396,10032,GJ-SUR-PALANPUR-12,Surat,Gujarat,N,N,
GJ-CDR-0000853,06-04-2026,05:46:05,9422982734,228711709242560,40570136677720,BSNL,9088837573,406036753184874,SMS-MO,0,35508,35508,10114,GJ-SUR-VESU-02,Surat,Gujarat,N,N,
GJ-CDR-0000854,06-04-2026,05:47:25,6333980065,671371194810172,40562491600100,Airtel,7035830780,084435553244494,MOC,77,31949,31949,17924,GJ-BHA-WAGHAWADIROAD-12,Bhavnagar,Gujarat,Y,N,
GJ-CDR-0000855,06-04-2026,05:52:40,6226836644,199803083464604,40570989721155,Reliance Jio,8167685800,656746462948620,MTC,61,36189,36189,10558,GJ-SUR-NANPURA-02,Surat,Gujarat,N,N,
GJ-CDR-0000856,06-04-2026,05:53:36,9052073455,223105030571154,40593559522465,Airtel,6336772326,080333845149050,MTC,111,36575,33985,13547,GJ-DEL-KAROLBAGH-03,Delhi,Out-of-Circle,Y,N,
GJ-CDR-0000857,06-04-2026,05:53:53,9047181535,821480788671957,40593574126907,Reliance Jio,7012277230,940759160932741,MTC,15,38993,38993,14611,GJ-RAJ-KALAWADROAD-11,Rajkot,Gujarat,Y,N,
GJ-CDR-0000858,06-04-2026,06:30:22,9094366878,053961801143407,40565110188792,Reliance Jio,9402525592,350069055176154,MTC,57,34301,34301,10114,GJ-SUR-VESU-09,Surat,Gujarat,N,N,
GJ-CDR-0000859,06-04-2026,06:44:46,9878096869,672539381883939,40542397281438,Vi (Vodafone Idea),7711268747,532751020189276,SMS-MO,0,30871,30871,10654,GJ-SUR-ADAJAN-05,Surat,Gujarat,N,N,
GJ-CDR-0000860,06-04-2026,06:47:51,6303741581,472848963951877,40585102713125,Airtel,9834661942,908733753074007,SMS-MT,0,32282,32282,10754,GJ-SUR-PIPLOD-04,Surat,Gujarat,N,N,
GJ-CDR-0000861,06-04-2026,06:53:41,9462677094,459657385607636,40515566937102,BSNL,8997562626,828874806070012,MOC,24,34490,34490,10228,GJ-SUR-ATHWA-05,Surat,Gujarat,N,N,
GJ-CDR-0000862,06-04-2026,07:32:10,9846537902,597425766874130,40552378552533,Vi (Vodafone Idea),9484111421,775718885061132,MOC,228,34136,37168,10913,GJ-SUR-BHATAR-02,Surat,Gujarat,N,N,
GJ-CDR-0000863,06-04-2026,07:43:33,9005113707,972671975249883,40521943007910,Airtel,9484111421,775718885061132,MTC,27,35685,35685,10104,GJ-SUR-SACHINGIDC-10,Surat,Gujarat,N,N,
GJ-CDR-0000864,06-04-2026,07:48:53,8969925917,291807684220210,40559441483387,Reliance Jio,6251141623,241814813438110,MTC,46,32294,32294,10250,GJ-SUR-PANDESARA-07,Surat,Gujarat,N,N,
GJ-CDR-0000865,06-04-2026,08:25:18,9403467295,037473532050828,40570579916289,BSNL,8244513045,185571588531929,SMS-MO,0,39973,35508,10114,GJ-SUR-VESU-09,Surat,Gujarat,N,N,
GJ-CDR-0000866,06-04-2026,08:27:33,7022885053,549310530952171,40562609172018,Airtel,6341934081,467947140449034,SMS-MO,0,37871,37871,10616,GJ-SUR-CHORYASI-07,Surat,Gujarat,N,N,
GJ-CDR-0000867,06-04-2026,08:47:15,7043319257,122275239680464,40555042137404,Vi (Vodafone Idea),6251141623,241814813438110,MOC,10,34274,34274,10754,GJ-SUR-PIPLOD-07,Surat,Gujarat,N,N,
GJ-CDR-0000868,06-04-2026,08:54:56,9825074553,619646025362524,40588314473445,Vi (Vodafone Idea),9042306924,075329566172463,MOC,166,34422,34422,10692,GJ-SUR-ICHHAPORE-10,Surat,Gujarat,N,N,
GJ-CDR-0000869,06-04-2026,09:17:40,9051214109,849989711948403,40568923048645,Airtel,9059461962,155099418475289,SMS-MO,0,39508,39508,10025,GJ-SUR-KATARGAM-03,Surat,Gujarat,N,N,
GJ-CDR-0000870,06-04-2026,09:39:24,8244513045,185571588531929,40576882651355,BSNL,8260513699,318332398074982,MTC,77,37871,37871,10616,GJ-SUR-CHORYASI-11,Surat,Gujarat,N,N,
GJ-CDR-0000871,06-04-2026,10:13:36,9889475622,403641416035061,40569123438294,Vi (Vodafone Idea),7007527791,036306127498958,MOC,185,30973,30973,10754,GJ-SUR-PIPLOD-07,Surat,Gujarat,N,N,
GJ-CDR-0000872,06-04-2026,10:18:05,6394184840,683305887967512,40527243549180,Vi (Vodafone Idea),6283822612,788035628562290,MTC,18,38046,38046,10913,GJ-SUR-BHATAR-02,Surat,Gujarat,N,N,
GJ-CDR-0000873,06-04-2026,10:34:35,9088263207,356830825905374,40575181045869,Vi (Vodafone Idea),9048115320,333850056204280,SMS-MO,0,37680,37680,19928,GJ-VAD-ALKAPURI-06,Vadodara,Gujarat,Y,N,
GJ-CDR-0000874,06-04-2026,10:36:15,6394184840,683305887967512,40527243549180,Vi (Vodafone Idea),9059075711,559117788826541,MTC,28,31847,30339,10692,GJ-SUR-ICHHAPORE-06,Surat,Gujarat,N,N,
GJ-CDR-0000875,06-04-2026,10:38:27,9000991357,663492291606610,40527719577117,Airtel,9037753741,809469609694983,MTC,156,33206,33206,10913,GJ-SUR-BHATAR-01,Surat,Gujarat,N,N,
GJ-CDR-0000876,06-04-2026,11:01:12,9938397186,701202749903744,40528108115285,Vi (Vodafone Idea),7034529645,081178617080039,MTC,333,37455,37455,10104,GJ-SUR-SACHINGIDC-11,Surat,Gujarat,N,N,
GJ-CDR-0000877,06-04-2026,11:06:34,8978324481,943176921601841,40553221799552,Reliance Jio,9048594227,161764015451112,SMS-MT,0,39034,39034,10604,GJ-SUR-CITYLIGHT-01,Surat,Gujarat,N,N,
GJ-CDR-0000878,06-04-2026,11:24:08,9839721639,898227342425961,40588720922134,Vi (Vodafone Idea),7058112158,095354903957645,MOC,622,31847,31847,10692,GJ-SUR-ICHHAPORE-11,Surat,Gujarat,N,N,
GJ-CDR-0000879,06-04-2026,11:25:26,9878096869,672539381883939,40542397281438,Vi (Vodafone Idea),7796231602,394024650796136,MOC,100,35132,35132,10223,GJ-SUR-MAGOB-11,Surat,Gujarat,N,N,
GJ-CDR-0000880,06-04-2026,11:42:11,7035830780,084435553244494,40563811717812,Airtel,8183665280,094198304158306,SMS-MO,0,36965,36965,10228,GJ-SUR-ATHWA-02,Surat,Gujarat,N,N,
GJ-CDR-0000881,06-04-2026,12:00:35,9158366934,213060226260847,40573915981959,Reliance Jio,9023998706,998272255483084,MTC,80,35481,35481,10754,GJ-SUR-PIPLOD-07,Surat,Gujarat,N,N,
GJ-CDR-0000882,06-04-2026,12:02:36,8915391767,254489366792261,40532514640228,Reliance Jio,9010733092,449614172697105,SMS-MO,0,31638,31638,10142,GJ-SUR-RANDER-02,Surat,Gujarat,N,N,
GJ-CDR-0000883,06-04-2026,12:07:57,8947906730,374547497209775,40517655627041,Reliance Jio,9119330058,373753623817159,SMS-MT,0,31261,34322,10238,GJ-SUR-ANANDMAHALROAD-07,Surat,Gujarat,N,N,
GJ-CDR-0000884,06-04-2026,12:13:18,9430971720,929715858035220,40516193379558,BSNL,9876217694,160624387079174,SMS-MT,0,34118,34118,10032,GJ-SUR-PALANPUR-04,Surat,Gujarat,N,N,
GJ-CDR-0000885,06-04-2026,12:44:17,9470920900,286241942369771,40549103693706,BSNL,9013165413,166695413403018,MOC,85,32014,32014,10104,GJ-SUR-SACHINGIDC-05,Surat,Gujarat,N,N,
GJ-CDR-0000886,06-04-2026,13:44:26,6235918990,428350253645471,40579720423889,Reliance Jio,9015072921,495927232620345,SMS-MT,0,38001,30871,10654,GJ-SUR-ADAJAN-09,Surat,Gujarat,N,N,
GJ-CDR-0000887,06-04-2026,14:01:43,9982697728,842356509985526,40571096827821,Airtel,6318907263,036596845626220,MTC,54,34274,34274,10754,GJ-SUR-PIPLOD-10,Surat,Gujarat,N,N,
GJ-CDR-0000888,06-04-2026,14:07:45,9979370294,394660677017673,40523094710455,Vi (Vodafone Idea),7046505527,714645009718055,MOC,63,38508,38508,10692,GJ-SUR-ICHHAPORE-09,Surat,Gujarat,N,N,
GJ-CDR-0000889,06-04-2026,14:37:56,9837947389,070418881727470,40568706239917,Vi (Vodafone Idea),6251141623,241814813438110,MTC,65,34487,34487,10558,GJ-SUR-NANPURA-05,Surat,Gujarat,N,N,
GJ-CDR-0000890,06-04-2026,14:48:36,9985613858,150302996711558,40528743240302,Vi (Vodafone Idea),6283822612,788035628562290,MOC,32,34990,34990,10142,GJ-SUR-RANDER-04,Surat,Gujarat,N,N,
GJ-CDR-0000891,06-04-2026,14:53:01,9891955628,979677931406106,40538400652920,Airtel,9424477578,936995141429078,SMS-MO,0,37078,37078,10517,GJ-SUR-DABHOLI-07,Surat,Gujarat,N,N,
GJ-CDR-0000892,06-04-2026,15:12:47,9128489060,087274536364891,40557912819872,Reliance Jio,9462677094,459657385607636,MTC,4,38001,30871,10654,GJ-SUR-ADAJAN-01,Surat,Gujarat,N,N,imei_baseline_normal
GJ-CDR-0000893,06-04-2026,15:13:11,9047063399,202399992331756,40590645436416,Vi (Vodafone Idea),9086264112,845460112861894,MTC,130,39588,39588,10517,GJ-SUR-DABHOLI-05,Surat,Gujarat,N,N,
